,弹幕内容
1021,亮剑
1022,啊
1023,楚云飞   ！
1024,4月4号清明节，还有谁！！！！
1025,把我炸出来了，中国红！
1026,再来一遍
1027,小破站牛逼
1028,4.4二刷
1029,清明追思 家国永在
1030,那天晚上我在哈尔滨冰雪大世界
1031,4.4
1032,武汉加油呀！！
1033,我们又是冠军！
1034,必须有排面！
1035,四川大学报道
1036,哈哈哈
1037,4.4重温
1038,吉林农业大学前来报道。
1039, 艾欧尼亚前来报到
1040,4.4 二刷
1041,0.5无敌
1042,我爱中国
1043,ohhhhhh
1044,真相只有一个
1045,前面那个00后你是个假的吧
1046,楚云飞，是你！！！
1047,4.4 文产作业 前来补课
1048,啊啊啊啊啊啊啊啊啊啊啊啊啊
1049,奉先
1050,流眼泪了流眼泪了
1051,第几十刷来了
1052,4月4日
1053,4月4
1054,红的吗
1055,中国红！
1056,好听好听！！！
1057,冲
1058,为了部落！
1059,超超我来了
1060,我居然是看过音乐节现场的人
1061,福建医科大学
1062,赵兆老师辛苦啦
1063,这个舞美太绝了
1064,海贼王！
1065,牛B
1066,广权为什么这么兴奋
1067,社畜报道
1068,兄弟们，我去厕所了
1069,排面！
1070,全体起立
1071,云飞兄
1072,最爱小破站
1073,妈耶！心颤
1074,此生无悔入华夏，来生还做种花家
1075,阿兹卡班来报道！！！
1076,awsl 
1077,真想只有一个
1078,阿咧咧 
1079,来个变色
1080,啊啊啊啊啊啊我哭了
1081,自动变色
1082,补课
1083,爱国红来了
1084,为了部落
1085,最后一下好可爱哈哈
1086,这就是我们这代人
1087,扭曲丛林！万雷天牢引！！！！！！
1088,天呐我要哭了！，！
1089,3.31
1090,中国加油！
1091,男爵领域报道‘’
1092,第二次哭啦！爷的青春额
1093,吸
1094,这个
1095,唱得很好呀
1096,可能就我一个没看过哪吒了…
1097,听得热泪盈眶
1098,巫妖王 霜之哀伤
1099,吸吸吸
1100,变红
1101,此生无悔入华夏
1102,此生无悔入华夏
1103,挖槽
1104,好久不见，GAI爷
1105,太好看了！！！！
1106,三刷
1107,好久不见，GAI爷
1108,好久不见，GAI爷
1109,好久不见，GAI爷
1110,好久不见，GAI爷
1111,好久不见，GAI爷
1112,好久不见，GAI爷
1113,好久不见，GAI爷
1114,4.4补课
1115,啊啊啊啊啊啊啊凤凰涅槃！
1116,啊啊啊啊啊啊啊啊啊啊
1117,fpx牛逼
1118,有我的世界吗
1119,此生无悔入华夏
1120,小破站牛逼！
1121,云飞兄！！！！
1122,火之高兴！！！
1123,火之高兴飽了！
1124,中国牛逼
1125,德玛西亚！！！
1126,4月4号公祭日 我们快赢了 而当年的意大利炮已经靠我们去拯救了
1127,补课
1128,4.4
1129,比尔吉沃特报道
1130,太惨了哈哈哈哈破案那么快
1131,德玛西亚
1132,艾欧尼亚，昂扬不灭！
1133,中国加油  
1134,天佑我中华
1135,天佑我中华
1136,天佑我中华
1137,天佑我中华
1138,天佑我中华
1139,天佑我中华
1140,天佑我中华
1141,天佑我中华
1142,啊啊啊啊啊啊
1143,真哭了啊啊啊啊啊啊啊啊啊啊啊
1144,不愧段子手
1145,其实这是我00后的回忆，真的，我00也看这些长大
1146,4.4
1147,我咋感觉剑变弯了
1148,补课～～～
1149,红红……
1150,真牛皮
1151,我检讨，那天打牌去了
1152,清明节路过
1153,此生无悔入华夏
1154,多行不E必自毙
1155,你的剑就是我的剑
1156,来补课了
1157,4月4日来补课
1158,逮虾户
1159,方块10背面是A
1160,中国红
1161,艾欧尼亚在召唤！！！！！
1162,清华大学报道
1163,红了
1164,真相永远只有一个
1165,。
1166,4.4
1167,吸吸吸吸吸
1168,世界树，常衡性，三天使，四天王，四圣兽
1169,此生无悔入华夏
1170,啊啊啊啊啊啊啊啊啊啊
1171,逮虾户
1172,吸吸吸
1173,4.4补课
1174,逮虾户
1175,b站牛逼
1176,上海见
1177,太好听了！
1178,中国加油！！！！～～
1179,高能预警
1180,自动变红
1181,我检讨我看复习资料去了
1182,牛逼
1183,他娘的  我二营长呢！！！！
1184,无畏先锋
1185,ig     fpx
1186,无畏先锋
1187,好想去啊，现在都4月四了才看
1188,红红火火恍恍惚惚
1189,红
1190,云龙兄别来无恙啊！
1191,4.4
1192,igigigigigigigigigigigigigigig
1193,这是魔法你骗我是魔术
1194,我被瞪了！
1195,断剑重铸之日骑士归来之时
1196,大孝子
1197,一轮复习
1198,给我红
1199,云飞兄别来无恙
1200,0.5 棒棒哒
1201,uzi!!!!!!
1202,山川异域 日月同天，华夏加油！
1203,难道不是团战可以输  提莫必须死吗  滑稽
1204,全体起立
1205,中国加油
1206,云飞兄来了
1207,弗雷尔卓德
1208,前方核能
1209,此生不悔入华夏
1210,噢噢噢噢噢噢噢噢哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦
1211,我来补课了
1212,4.4
1213,从这首歌入坑
1214,旦总！
1215,烫嘴啊
1216,注意这不是开往幼儿园的车
1217,此生无悔入华夏
1218,约德尔人
1219,lbwnb
1220,LBWNB
1221,2.0秀起来
1222,清明节路过
1223,补课
1224,不枉此生魂魄入华夏
1225,还真有4.4无聊 回来再刷一遍的
1226,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
1227,进攻
1228,第一次见面
1229,逮虾户
1230,近战弓兵
1231,真相只有一个
1232,哥  今天4.4了 哥
1233,补课
1234,此生不悔入华夏，来生还做中国人！
1235,盗月社排面
1236,啊啊啊啊啊啊啊啊
1237,给跪了！！
1238,战争学院前来报到
1239,啊啊啊学萨克斯的决定立刻现在就开始练这个了！！！
1240,祖安冲冲冲
1241,在神周的大陆上还轮不到外国人撒野！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
1242,雷瑟守备前来报到
1243,我将带领你们走向胜利
1244,我将带领我们走向胜利
1245,华夏！
1246,排面
1247,为了高考
1248,4.4补课
1249,说话了V叔说话了
1250,啊啊啊啊啊啊啊
1251,看懂了
1252,艾欧尼亚  昂扬不灭！
1253,红
1254,哔哩哔哩 []~(￣▽￣)~*
1255,补课
1256,nb
1257,惊了！！！！！！！！！！！！！！！！！！！
1258,为了部落
1259,非正排面
1260,为王献上这血与泪编织的王冠
1261,排面！
1262,"新华网(°ー°〃),愣住"
1263,我是烟花
1264,艾欧尼亚！！！
1265,4.4
1266,極！！！
1267,86，86上山了
1268,为了联盟！！！
1269,为了艾泽拉斯
1270,补课
1271,啊雪莉
1272,无限大
1273,为了部落！！！
1274,补课来了
1275,全体起立
1276,冲冲冲冲冲冲
1277,6666
1278,4.4
1279,补课
1280,红！
1281,我是清瘟
1282,为了部落
1283,核能预警
1284,我检讨我在加班
1285,中国红
1286,敬礼
1287,吸吸吸
1288,真相只有一个！
1289,此生无悔入华夏
1290,2倍开起花美开始鬼畜起来
1291,20204月4日前来重温因为无聊
1292,啦
1293,IG  FPSNB
1294,这个好啊！
1295,云飞兄，别来无恙
1296,恭喜FPS痛失亚军
1297,巨龙之巢
1298,niub
1299,我用双手成就你的梦想
1300,裙子不好看，但是唱的挺好
1301,此生无悔入华夏
1302,自欺欺人歌
1303,排面！！！
1304,厉害啊
1305,卡拉曼达报道
1306,我 耶没看过哪吒
1307,4.4  中国加油
1308,哭了哭了
1309,红
1310,红
1311,此生无悔入华夏
1312,86868686
1313,绝了绝了
1314,云飞兄
1315,加油啊啊啊
1316,排面
1317,哈哈，鬼畜区的
1318,b站牛B
1319,二倍搞起来！
1320,我检讨，忙着失恋去了
1321,兽人永不为奴
1322,都给我躺下
1323,眼睛里进砖了
1324,这个笑容你们来守护
1325,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
1326,我拥有一把霜之哀伤
1327,卧槽卧槽
1328,好听
1329,真相只有一个
1330,aoligei
1331,中国
1332,永远做一个少年
1333,奥利......................给
1334,牛逼！
1335,前方太阳能
1336,4.4
1337,4.4无聊再来一边
1338,可爱
1339,fpx  ig牛逼
1340,红色
1341,起立
1342,柯南必须排面
1343,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
1344,嗨就完了
1345,哔哩哔哩 干杯！！！
1346,4-----4
1347,新几资哇一自摸一坨子
1348,awsl
1349,啊啊啊啊啊啊啊啊啊啊啊啊啊啊
1350,死神小学生
1351,逮虾户
1352,排面
1353,再回味一下
1354,真相只有一个
1355,火之高兴撑了
1356,4.4
1357,鬼畜区大佬出来唠唠啊
1358,闻名不如亿见
1359,好瘦的熊猫
1360,我358团一定帮帮场子
1361,中国红
1362,腾讯打钱
1363,蛋黄的长裙，蓬松的头发
1364,弗雷尔卓德报道！
1365,fpxnb！
1366,下次一定
1367,冲冲冲
1368,提莫队长正在送命
1369,那是盲人嘛哈哈哈哈
1370,段子哥你好
1371,楚云飞！！！！！！！！！！！！！
1372,厉害！
1373,家里蹲大学来报道
1374,裙子有点长
1375,补课
1376,哈哈哈
1377,盲人摸象，哈哈哈
1378,跨年我在上晚班
1379,我是荒呱
1380,给我柯排面！！！
1381,4.4补课
1382,地下城肝帝报道
1383,skr
1384,要用魔法打败魔法
1385,现场应该会很嗨啊这旋律
1386,牛壁
1387,云飞兄
1388,追星只追红五星！！！
1389,钢铁加鲁鲁
1390,五菱宏光
1391,你指间跃动的电光，是我此生不变的信仰！！
1392,你指间跃动的电光，是我此生不变的信仰 ！！
1393,秋名山上行人稀，常有车手较高低
1394,你指间跃动的电光，是我此生不变的信仰 ！！
1395,你指间跃动的电光，是我此生不变的信仰 ！！
1396,你指间跃动的电光，是我此生不变的信仰 ！！
1397,你指间跃动的电光，是我此生不变的信仰 ！！
1398,你指间跃动的电光，是我此生不变的信仰 ！！
1399,这谁顶着住啊
1400,你指间跃动的电光，是我此生不变的信仰 ！！
1401,你指间跃动的电光，是我此生不变的信仰 ！！
1402,镇站神曲！！！
1403,上了好几年都没升一个年级的神器任务
1404,排面！！！
1405,吸吸吸
1406,小蓝是我的，还有院子
1407,你指间跃动的电光，是我此生不变的信仰 ！！
1408,雅美我就抱走了
1409,你指间跃动的电光，是我此生不变的信仰 ！！
1410,你指间跃动的电光，是我此生不变的信仰 ！！
1411,信仰
1412,你指间跃动的电光，是我此生不变的信仰 ！！！
1413,你指间跃动的电光，是我此生不变的信仰 ！！！！
1414,0.5
1415,你指间跃动的电光，是我此生不变的信仰 ！！
1416,你指间跃动的电光，是我此生不变的信仰 ！！
1417,1.5倍   新世界
1418,你指间跃动的电光，是我此生不变的信仰 ！！
1419,你指间跃动的电光，是我此生不变的信仰 ！！
1420,你指间跃动的电光，是我此生不变的信仰 ！！
1421,你指间跃动的电光，是我此生不变的信仰 ！！！
1422,你指间跃动的电光，是我此生不变的信仰 ！！！
1423,不停换速度是真的舒服
1424,红红火火
1425,镇站神曲！！！
1426,你指间跃动的电光，是我此生不变的信仰 ！！
1427,你指间跃动的电光，是我此生不变的信仰 ！！
1428,你指间跃动的电光，是我此生不变的信仰 ！！
1429,0.75是真的好听
1430,你指间跃动的电光，是我此生不变的信仰 ！！
1431,你指间跃动的电光，是我此生不变的信仰 ！！
1432,不枉魂魄入华夏
1433,二倍速打开新世界
1434,此生无悔入华夏，来世还做中国人
1435,吾随疾风前行，身后一许流星
1436,此生无悔入华夏
1437,火之高兴呢
1438,岂曰无衣，与子同袍
1439,强强强强强
1440,你指尖跃动的电光，是我此生不变的信仰，唯我超电磁炮永世长存
1441,超进化！
1442,比尔吉沃特
1443,补课
1444,恕瑞玛你们的皇帝回来了
1445,德玛西爷万岁
1446,逮虾户
1447,人终有一死，而有的人则需要一点小小的帮助
1448,排水道过弯
1449,中国加油
1450,真相只有一个
1451,祖国加油
1452,royal never give up
1453,补课
1454,梦姐，好美
1455,下次一定
1456,梦姐梦姐
1457,4.4
1458,梦姐
1459,哎哎哎
1460,清明节
1461,吸吸吸 脱单脱单！
1462,逮虾户
1463,4.4补课
1464,新裤子
1465,逮虾户
1466,要来啦
1467,faxh
1468,逮虾户
1469,梦姐唱的好听
1470,彭磊没蹦起来
1471,红红红
1472,云飞！
1473,蹦起来！！！
1474,4-4
1475,2020一切都改变
1476,啊啊啊永远的名侦探柯南！
1477,4.4补课
1478,艾瑞巴蒂宽博士
1479,啦啦啦啦啦啦啦啦啦
1480,推荐1.25
1481,4.4
1482,4.3
1483,艾瑞巴蒂
1484,梦姐真美
1485,全体起立
1486,4，4
1487,中国红！
1488,自动变红
1489,2020太惨了
1490,凯迪拉克
1491,这就是祖安人的打招呼方式！
1492,此生无悔入华夏
1493,这盛世如你所愿
1494,4.4
1495,排名
1496,破案
1497,云飞兄别来无恙
1498,4.4.清明节补课
1499,...
1500,破案失败
1501,怎么不请南条爱乃
1502,这么大的熊猫 那么瘦。。
1503,红
1504,原来是广告啊
1505,最后亿篇
1506,中国加油
1507,斯莱特林！
1508,4.4了解一下
1509,提莫 提莫 提莫
1510,ohhhhhh
1511,沙子进眼睛了
1512,排面
1513,西南科技大学报道
1514,西南科技大学报道
1515,大祥哥！！
1516,全体起立
1517,乌兹永远的神
1518,暴风城卫士
1519,我是高中生侦探工藤新一
1520,云飞兄，别来无恙啊
1521,前面曹妃甸职业技术学院的站住。华北理工大学报道
1522,中国红
1523,游学者周卓
1524,巫妖王！！！！
1525,祖安报道
1526,一库马赛
1527,ig牛逼
1528,排面
1529,好可爱啊
1530,蓝翔挖掘机技校报道
1531,无畏先锋
1532,变
1533,牛逼牛逼！！！！
1534,祝疫情早点结束
1535,中国加油，武汉加油
1536,为了联盟
1537,我红了
1538,二营长
1539,自动变色
1540,真的萌啊
1541,答应我去看乐队的夏天好吗
1542,4.4腾讯游戏全部停服，来刷一遍
1543,吸吸
1544,IGIGIGIGIG
1545,4月4号
1546,夭寿了，牧师砍人了
1547,给我红
1548,变色
1549,补课
1550,红了
1551,这个广告打的
1552,！！！
1553,0.5牛逼
1554,来了
1555,我的妈
1556,皮尔特沃夫前来报到！！！
1557,好听好美
1558,云飞兄，别来无恙
1559,别登我！！！
1560,毕竟淘宝独家赞助理解下吧。。。
1561,下次一定
1562,不许瞪我！！！！
1563,后面的人看出来了
1564,此生无悔入华夏，来世还做中国人
1565,吸吸吸吸吸吸吸
1566,泪目
1567,2020-04-04
